DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,53.0,2.0,1.0,1,2,1,1800000000.0,75000.0,11.225243392518449
"4.05, Đường Số 17A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,51.0,2.0,1.0,1,1,2,1670000000.0,69583.0,11.150275563614356
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,2,1,1680000000.0,70000.0,11.156250521031495
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",8,1,68.0,2.0,2.0,1,1,3,8000000.0,333.0,5.808142489980444
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"4.08, Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12,1,67.0,2.0,2.0,1,1,3,1849000000.0,77042.0,11.252106006675016
"QL1A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,73.0,2.0,2.0,1,1,3,1800000000.0,75000.0,11.225243392518449
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,72.0,2.0,2.0,1,2,3,1800000000.0,75000.0,11.225243392518449
"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",12,1,75.0,2.0,2.0,1,2,1,1890000000.0,78750.0,11.27403355668788
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"99 nguyễn thị thập, quận 7, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,72.0,2.0,1.0,1,1,2,45000000.0,1875.0,7.536363938404511
"đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12,1,59.0,2.0,2.0,1,1,1,1680000000.0,70000.0,11.156250521031495
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,52.7,2.0,1.0,1,2,1,1550000000.0,64583.0,11.07570649724384
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,2,63.2,2.0,2.0,1,2,2,1630000000.0,67917.0,11.126041650398417
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",3,2,42.0,1.0,1.0,1,3,3,1100000000.0,45833.0,10.732759634666934
"chung cư Lê Thành, Đường Hồ Văn Long, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,37.5,1.0,1.0,1,3,1,560000000.0,23333.0,10.05762394654706
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,2,1,1660000000.0,69167.0,11.144279149250275
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,56.0,2.0,2.0,1,1,3,1720000000.0,71667.0,11.179785669593665
"Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,30.0,1.0,1.0,2,1,2,6500000.0,271.0,5.602118820879701
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,1,62.0,2.0,2.0,1,1,3,1850000000.0,77083.0,11.252638042372888
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,72.0,2.0,1.0,1,1,3,45000000.0,1875.0,7.536363938404511
"Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",13,1,65.0,2.0,2.0,1,2,3,1590000000.0,66250.0,11.101190743848468
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12,1,64.0,2.0,2.0,1,2,2,1550000000.0,64583.0,11.07570649724384
"44, Đường Nguyễn Văn Dung, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,60.0,2.0,2.0,1,1,2,1650000000.0,68750.0,11.138232015528818
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,2,56.0,2.0,1.0,1,3,1,1650000000.0,68750.0,11.138232015528818
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Cmt8, Phường 10, Quận 3, Tp Hồ Chí Minh",3,2,35.0,1.0,1.0,2,1,3,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",2,2,60.0,2.0,2.0,1,3,1,1725000000.0,71875.0,11.182683778099651
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,38.0,2.0,1.0,4,2,3,1980000000.0,82500.0,11.320553572322773
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,107.0,3.0,3.0,1,2,2,25000000.0,1042.0,6.948897222313312
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,62.0,2.0,2.0,1,3,2,1541000000.0,64208.0,11.069883092506698
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,3,4,1710000000.0,71250.0,11.173950098130897
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,52.0,2.0,2.0,1,1,2,1150000000.0,47917.0,10.77722562648903
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"duong số 6, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,70.0,2.0,2.0,1,2,3,1999000000.0,83292.0,11.330107785127584
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,2,32.0,1.0,1.0,2,3,3,990000000.0,41250.0,10.627406391762827
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",12,2,52.0,2.0,1.0,1,2,1,1300000000.0,54167.0,10.899827145911038
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,38.0,1.0,1.0,1,1,2,1180000000.0,49167.0,10.802977945731936
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,58.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Số 2, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,57.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"192 đường phạm đức sơn, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,62.0,2.0,2.0,1,2,1,1850000000.0,77083.0,11.252638042372888
"Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,74.0,2.0,2.0,1,1,2,1699000000.0,70792.0,11.167501278947189
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"114 An Dương Vương..p16..q8, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,50.0,1.0,1.0,1,2,1,1490000000.0,62083.0,11.036227478431766
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"4449, Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,54.5,2.0,1.0,1,2,2,1530000000.0,63750.0,11.062724463020672
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,47.0,1.0,1.0,1,2,1,47000000.0,1958.0,7.579678823090456
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"16, Nguyễn Thị Huỳnh, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",17,1,30.0,1.0,1.0,1,3,1,900000000.0,37500.0,10.532096211958502
"đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12,1,58.0,2.0,2.0,1,2,3,1760000000.0,73333.0,11.202765991201511
"Khu dân cư 13C, Khu dân cư 13C Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,56.0,1.0,1.0,1,2,2,1650000000.0,68750.0,11.138232015528818
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,2,47.0,2.0,1.0,1,2,1,1371000000.0,57125.0,10.952997128196506
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,53.0,2.0,2.0,1,1,3,1950000000.0,81250.0,11.305286100191983
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,59.0,2.0,1.0,1,2,1,1400000000.0,58333.0,10.9739232499355
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,31.0,1.0,1.0,1,2,1,1230000000.0,51250.0,10.844470897000654
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,2.0,1.0,1,2,1,1771000000.0,73792.0,11.20900560362873
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,70.0,4.0,2.0,2,1,1,939000000.0,39125.0,10.574516927842454
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,1,2,1600000000.0,66667.0,11.107465356849564
"Đường Quốc lộ 1A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",12,2,75.0,2.0,2.0,1,1,2,1800000000.0,75000.0,11.225243392518449
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"HQ1.17-01, Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,63.0,2.0,2.0,1,2,2,1650000000.0,68750.0,11.138232015528818
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,67.0,2.0,2.0,1,1,1,2520000.0,105.0,4.653960350157523
"Đường Võ Văn Kiệt, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,54.0,2.0,1.0,1,3,3,400000000.0,16667.0,9.721185995542177
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,71.0,2.0,1.0,1,1,1,1700000000.0,70833.0,11.168080272785073
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,58.0,2.0,2.0,1,1,1,1700000000.0,70833.0,11.168080272785073
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,3,1750000000.0,72917.0,11.197077086969871
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12,1,69.0,2.0,2.0,1,2,1,1730000000.0,72083.0,11.185573511837868
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,56.0,2.0,2.0,1,1,2,1500000000.0,62500.0,11.042921835724492
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,1,1,2,980000000.0,40833.0,10.617245857000183
"755, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,67.0,2.0,2.0,1,2,2,1250000000.0,52083.0,10.860593878910056
"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,57.3,2.0,2.0,1,2,3,1400000000.0,58333.0,10.9739232499355
"B09.24, Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,60.0,2.0,1.0,1,1,2,1800000000.0,75000.0,11.225243392518449
"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,1.0,1,1,2,1990000000.0,82917.0,11.325595386445151
"1436, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",8,1,76.0,3.0,2.0,1,3,2,1691000000.0,70458.0,11.162772066593137
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"18/A520 c/cư huỳnh văn chính 1, Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",19,1,44.0,1.0,1.0,1,1,1,1450000000.0,60417.0,11.009025801274973
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,32.0,2.0,2.0,2,1,2,500000000.0,20833.0,9.944293546928382
"Đường Võ Văn Kiệt, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,54.0,2.0,1.0,1,2,2,1900000000.0,79167.0,11.279314824306176
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"528, 528 Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7,1,73.0,2.0,2.0,1,2,1,1550000000.0,64583.0,11.07570649724384
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,50.0,2.0,2.0,1,2,2,1100000000.0,45833.0,10.732759634666934
"Đường DD2, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,46.0,1.0,1.0,1,2,1,670000000.0,27917.0,10.236991101246426
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,59.0,2.0,2.0,1,2,3,2300000.0,96.0,4.564348191467836
"7/28, 7/28 Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,70.0,2.0,2.0,1,1,2,1300000000.0,54167.0,10.899827145911038
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,2,33.0,1.0,1.0,1,2,1,969000000.0,40375.0,10.605966060524958
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,80.0,2.0,2.0,1,1,2,1350000000.0,56250.0,10.937561320066669
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,39.0,1.0,1.0,3,1,2,1080000000.0,45000.0,10.714417768752456
"Hẻm 219, Hẻm 219 Đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"Đường Trường Chinh, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,50.0,2.0,1.0,1,1,2,1100000000.0,45833.0,10.732759634666934
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,64.0,2.0,2.0,1,1,2,1260000000.0,52500.0,10.868568448579715
"Đường Số 52, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",13,1,72.0,2.0,2.0,1,1,2,1800000000.0,75000.0,11.225243392518449
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Hẻm 219 Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",13,1,66.0,2.0,1.0,1,1,3,1640000000.0,68333.0,11.132148091391755
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,73.0,2.0,2.0,1,2,2,9000000.0,375.0,5.926926025970411
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,62.0,2.0,2.0,1,1,2,1600000000.0,66667.0,11.107465356849564
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,73.0,2.0,2.0,1,1,1,1520000000.0,63333.0,11.056161799302767
"243, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",6,1,72.0,3.0,2.0,1,2,1,1700000000.0,70833.0,11.168080272785073
"Phan Huy Ích, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,70.0,2.0,2.0,1,2,1,2700000.0,112.0,4.718498871295094
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,45.0,1.0,1.0,1,3,1,1200000000.0,50000.0,10.819778284410283
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",10,1,85.0,2.0,2.0,1,1,2,1390000000.0,57917.0,10.96676623013805
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,75.0,2.0,2.0,1,1,2,1100000000.0,45833.0,10.732759634666934
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,2,1600000000.0,66667.0,11.107465356849564
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,59.0,2.0,1.0,1,2,4,1990000000.0,82917.0,11.325595386445151
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",8,2,65.0,2.0,2.0,1,3,2,1848000000.0,77000.0,11.25156070083582
"Đường Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh",8,2,52.0,2.0,2.0,1,3,3,1550000000.0,64583.0,11.07570649724384
"Số 2225, Số 2225 Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh",8,1,72.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,40.0,1.0,1.0,2,1,2,950000000.0,39583.0,10.58615501214069
"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,45.0,1.0,1.0,1,2,3,900000000.0,37500.0,10.532096211958502
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,50.0,2.0,1.0,1,1,1,1500000000.0,62500.0,11.042921835724492
"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,54.0,1.0,1.0,3,2,2,1680000000.0,70000.0,11.156250521031495
"46 đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,51.3,1.0,1.0,4,2,1,1680000000.0,70000.0,11.156250521031495
"111, Cầu Vượt Linh Xuân, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,80.0,2.0,2.0,2,1,3,580000000.0,24167.0,10.09274334518298
"Đường D6, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,71.0,2.0,1.0,1,1,1,1750000000.0,72917.0,11.197077086969871
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,70.0,2.0,2.0,1,2,3,1890000000.0,78750.0,11.27403355668788
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,58.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1395000000.0,58125.0,10.970351142889658
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1650000000.0,68750.0,11.138232015528818
"961 Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,61.0,2.0,1.0,1,1,1,2070000.0,86.0,4.454347296253507
"Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",13,1,67.0,2.0,1.0,1,1,3,1550000000.0,64583.0,11.07570649724384
